,title,cast,crew,genres,keywords,original_language
56,home_for_the_holidays,"['holly_hunter', 'robert_downey_jr_', 'anne_bancroft', 'charles_durning', 'claire_danes', 'dylan_mcdermott', 'geraldine_chaplin', 'steve_guttenberg', 'david_strathairn', 'cynthia_stevenson']",['jodie_foster'],"['comedy', 'drama', 'romance']","['baltimore', 'thanksgiving', 'family_clan', 'family_conflict', 'generations_conflict']",en
57,the_postman,"['philippe_noiret', 'massimo_troisi', 'maria_grazia_cucinotta', 'renato_scarpa', 'linda_moretti', 'mariano_rigillo', 'anna_bonaiuto', 'simona_caparrini', 'carlo_di_maio', 'nando_neri', 'vincenzo_di_sauro', 'orazio_stracuzzi', 'sergio_solli', 'alfredo_cozzolino']",['michael_radford'],"['comedy', 'drama', 'romance']","['island', 'letter', 'postman', 'fisherman', 'poet']",it
58,the_confessional,"['lothaire_bluteau', 'patrick_goyette', 'jean_louis_millette', 'kristin_scott_thomas', 'ron_burrage']",['robert_lepage'],"['thriller', 'drama', 'mystery']",[],fr
59,the_indian_in_the_cupboard,"['hal_scardino', 'litefoot', 'lindsay_crouse', 'richard_jenkins', 'rishi_bhat', 'steve_coogan', 'david_keith', 'sakina_jaffrey', 'vincent_kartheiser', 'nestor_serrano']",['frank_oz'],"['adventure', 'family', 'fantasy']","['cupboard', 'games', 'puppet', 'parallel_world', 'toy_comes_to_life']",en
60,eye_for_an_eye,"['sally_field', 'kiefer_sutherland', 'ed_harris', 'beverly_d_angelo', 'charlayne_woodard', 'joe_mantegna', 'olivia_burnette', 'alexandra_kyle', 'keith_david', 'philip_baker_hall', 'natalija_nogulich', 'armin_shimerman', 'nicholas_cascone', 'darrell_larson', 'cynthia_rothrock', 'wanda_acuna', 'sierra_pecheur']",['john_schlesinger'],"['drama', 'thriller']","['rape', 'gun', 'self_defense', 'grieving_parents']",en
61,mr_holland_s_opus,"['richard_dreyfuss', 'glenne_headly', 'jay_thomas', 'olympia_dukakis', 'william_h_macy', 'alicia_witt', 'nicholas_john_renner', 'joseph_anderson', 'anthony_natale', 'jean_louisa_kelly', 'terrence_howard', 'damon_whitaker', 'alexandra_boyd', 'joanna_gleason', 'beth_maitland', 'joshua_minnick']",['stephen_herek'],"['music', 'drama', 'family']","['composer', 'mentor', 'deaf_mute', 'musical', 'apprentice']",en
62,don_t_be_a_menace_to_south_central_while_drinking_your_juice_in_the_hood,"['shawn_wayans', 'marlon_wayans', 'tracey_cherelle_jones', 'chris_spencer', 'vivica_a_fox', 'rappin_granny', 'suli_mccullough', 'bernie_mac', 'faizon_love', 'keenen_ivory_wayans', 'kim_wayans', 'helen_martin', 'virginia_watson', 'darrel_heath']",['paris_barclay'],['comedy'],"['date', 'slang', 'hip_hop', 'cousin', 'parody']",en
63,two_if_by_sea,"['sandra_bullock', 'denis_leary', 'yaphet_kotto', 'stephen_dillane', 'tracey_cherelle_jones', 'julia_montgomery_brown', 'claire_rankin', 'jane_moffat', 'mike_starr', 'jonathan_tucker', 'wayne_robson', 'michael_badalucco']",['bill_bennett'],"['comedy', 'romance']","['island', 'painting', 'thief', 'seasickness']",en
64,bio_dome,"['pauly_shore', 'stephen_baldwin', 'joey_lauren_adams', 'teresa_hill', 'william_atherton', 'dara_tomanovich', 'kevin_west', 'denise_dowse', 'kylie_minogue', 'kyle_gass', 'jack_black', 'rose_mcgowan']",['jason_bloom'],['comedy'],"['biotope', 'vegetarian', 'pollution']",en
65,lawnmower_man_2_beyond_cyberspace,"['patrick_bergin', 'matt_frewer', 'austin_o_brien', 'ely_pouget', 'camille_cooper', 'patrick_labrecque', 'crystal_celeste_grant', 'sean_p_young', 'mathew_valencia', 'kevin_conway', 'trever_o_brien', 'richard_fancy', 'castulo_guerra', 'molly_shannon', 'ellis_e_williams']",['farhad_mann'],"['action', 'science_fiction']","['hacker', 'virtual_reality', 'computer', 'sword_fight']",en
66,two_bits,"['jerry_barone', 'al_pacino', 'mary_elizabeth_mastrantonio', 'joe_grifasi', 'geoff_pierson']",['james_foley'],"['drama', 'family']",[],en
67,french_twist,"['victoria_abril', 'josiane_balasko', 'alain_chabat', 'ticky_holgado', 'catherine_hiegel', 'katrine_boorman', 'telsche_boorman', 'veronique_barrault']",['josiane_balasko'],"['comedy', 'romance']","['love_triangle', 'southern_france', 'estate_agent', 'menage_a_trois', 'van']",fr
68,friday,"['ice_cube', 'chris_tucker', 'nia_long', 'tom_lister_jr_', 'john_witherspoon', 'anna_maria_horsford', 'regina_king', 'paula_jai_parker', 'faizon_love', 'dj_pooh', 'tony_cox', 'anthony_johnson', 'bernie_mac', 'meagan_good', 'terri_j_vaughn', 'f_gary_gray', 'reynaldo_rey', 'michael_clarke_duncan']",['f_gary_gray'],['comedy'],"['rap_music', 'parent_child_relationship', 'rapper', 'job']",en
69,from_dusk_till_dawn,"['george_clooney', 'quentin_tarantino', 'harvey_keitel', 'juliette_lewis', 'ernest_liu', 'salma_hayek', 'cheech_marin', 'danny_trejo', 'tom_savini', 'fred_williamson', 'michael_parks', 'brenda_hillhouse', 'john_saxon', 'marc_lawrence', 'kelly_preston', 'john_hawkes', 'tito_larriva', 'peter_atanasoff', 'johnny_vatos_hernandez', 'aimee_graham', 'heidi_mcneal', 'ernest_m_garcia', 'gregory_nicotero', 'cristos', 'mike_moroff', 'tia_texada', 'janine_jordae', 'ungela_brockman', 'michelle_berube', 'michael_mckay', 'jake_mckinnon', 'walter_phelan', 'wayne_toth']",['robert_rodriguez'],"['horror', 'action', 'thriller', 'crime']","['dancing', 'brother_brother_relationship', 'sexual_obsession', 'showdown', 'sheriff']",en
70,fair_game,"['william_baldwin', 'cindy_crawford', 'steven_berkoff', 'christopher_mcdonald', 'miguel_sandoval', 'johann_carlo', 'salma_hayek', 'john_bedford_lloyd', 'jenette_goldstein', 'paul_dillon', 'olek_krupa', 'gustav_vintas', 'marc_macaulay', 'ruben_rabasa', 'sonny_carl_davis', 'dan_hedaya', 'antoni_corone', 'dan_hedaya']",['andrew_sipes'],"['action', 'thriller', 'romance']","['bomb', 'miami', 'sex', 'detective', 'handcuffs']",en
71,kicking_and_screaming,"['josh_hamilton', 'olivia_d_abo', 'carlos_jacott', 'eric_stoltz', 'chris_eigeman', 'jason_wiles', 'parker_posey', 'samuel_gould', 'catherine_kellner', 'jonathan_baumbach', 'peter_czernin', 'eliza_roberts', 'christopher_reed', 'noah_baumbach', 'dean_cameron', 'elliott_gould', 'david_deluise', 'cara_buono', 'perrey_reeves', 'lauren_katz', 'john_lehr']",['noah_baumbach'],"['comedy', 'drama', 'romance']",['college'],en
72,les_miserables,"['jean_paul_belmondo', 'michel_boujenah', 'alessandra_martines', 'salome_lelouch', 'annie_girardot', 'philippe_leotard', 'philippe_khorsand', 'ticky_holgado', 'rufus', 'nicole_croisille', 'william_leymergie', 'jean_marais', 'micheline_presle', 'darry_cowl', 'clementine_celarie', 'daniel_toscan_du_plantier']",['claude_lelouch'],"['drama', 'history']","['paris', 'nun', 'boxer', 'lawyer', 'jewish']",fr
73,bed_of_roses,"['christian_slater', 'mary_stuart_masterson', 'pamela_adlon', 'josh_brolin', 'brian_tarantina', 'debra_monk', 'mary_alice', 'kenneth_cranham', 'ally_walker', 'anne_pitoniak', 'michael_haley', 'cass_morgan', 'gina_torres', 'nick_tate', 'victor_sierra', 'michael_mantell', 'zachary_chaltiel', 'claire_jacobs', 'paul_cassell', 'yvonne_zima', 'desiree_casado', 'aldis_hodge', 'jessica_brooks_grant', 'jonathan_nocera', 'leah_pepper', 'donna_jean_fogel', 's_a_griffin', 'edith_blume', 'liz_sinclair', 'al_cerullo', 'john_d_bair', 'jamie_harrold', 'adrian_lee', 'andrea_leigh', 'benjamin_rutkowski']",['michael_goldenberg'],"['drama', 'romance']","['florist', 'family_relationships']",en
74,big_bully,"['rick_moranis', 'tom_arnold', 'julianne_phillips', 'carol_kane', 'jeffrey_tambor', 'curtis_armstrong', 'don_knotts']",['steve_miner'],"['comedy', 'family']",['bully'],en
75,screamers,"['peter_weller', 'roy_dupuis', 'jennifer_rubin', 'andrew_lauer', 'liliana_komorowska', 'michael_caloz', 'jason_cavalier', 'ron_white', 'charles_edwin_powell']",['christian_duguay'],"['horror', 'science_fiction']","['man_vs_machine', 'alien_planet', 'struggle_for_survival']",en
76,nico_icon,"['nico', 'tina_aumont', 'jackson_browne', 'john_cale', 'paul_morrissey', 'viva', 'ari_boulogne']",['susanne_ofteringer'],['documentary'],[],en
77,the_crossing_guard,"['jack_nicholson', 'david_morse', 'anjelica_huston', 'robin_wright', 'piper_laurie', 'richard_bradford', 'priscilla_barnes', 'david_baerwald', 'robbie_robertson', 'john_savage', 'kari_wuhrer', 'jennifer_leigh_warren', 'kellita_smith', 'bobby_cooper', 'jeff_morris', 'buddy_anderson', 'edward_l_katz', 'joe_viterelli', 'eileen_ryan', 'ryo_ishibashi', 'dennis_fanning', 'lisa_crawford', 'jay_koiwai', 'elizabeth_gilliam', 'michael_ryan', 'matthew_ryan', 'leo_penn', 'penelope_allen', 'richard_c_sarafian']",['sean_penn'],"['drama', 'thriller']","['loss_of_daughter', 'hit_and_run_driving', 'revenge', 'suspense', 'independent_film']",en
78,the_juror,"['demi_moore', 'alec_baldwin', 'joseph_gordon_levitt', 'anne_heche', 'james_gandolfini', 'lindsay_crouse', 'tony_lo_bianco', 'michael_constantine', 'matt_craven', 'todd_susman', 'michael_rispoli', 'julie_halston', 'frank_adonis', 'matthew_cowles', 'polly_adams']",['brian_gibson'],"['drama', 'thriller']","['jurors', 'blackmail', 'court_case', 'son', 'trial']",en
79,the_white_balloon,"['aida_mohammadkhani', 'mohsen_kafili', 'fereshteh_sadre_orafaiy', 'anna_borkowska', 'mohammad_shahani']",['jafar_panahi'],"['family', 'drama']","['fish', 'money', 'celebration', 'goldfish']",fa
80,things_to_do_in_denver_when_you_re_dead,"['andy_garcia', 'christopher_lloyd', 'william_forsythe', 'bill_nunn', 'treat_williams', 'jack_warden', 'steve_buscemi', 'fairuza_balk', 'gabrielle_anwar', 'christopher_walken', 'michael_nicolosi', 'sarah_trigger', 'david_stratton', 'jenny_mccarthy']",['gary_fleder'],"['drama', 'crime']","['father_son_relationship', 'bounty_hunter', 'boat', 'way_of_life', 'coffin']",en
81,antonia_s_line,"['willeke_van_ammelrooy', 'els_dottermans', 'dora_van_der_groen', 'veerle_van_overloop', 'esther_vriesendorp', 'arne_bang_hansen', 'thyrza_ravesteijn', 'mil_seghers', 'jan_decleir', 'elsie_de_brauw', 'reinout_bussemaker', 'marina_de_graaf', 'wimie_wilhelm', 'fran_waller_zeper']",['marleen_gorris'],"['drama', 'comedy']","['suicide', 'underdog', 'free_love', 'philosophy', 'rape']",nl
82,once_upon_a_time_when_we_were_colored,"['al_freeman_jr_', 'phylicia_rashad', 'paula_kelly', 'salli_richardson_whitfield', 'anna_maria_horsford', 'bernie_casey', 'isaac_hayes', 'ray_j', 'polly_bergen', 'taj_mahal', 'leon_robinson']",['tim_reid'],"['romance', 'drama']","['racial_segregation', 'family_relationships', 'rural_setting', 'african_american']",en
83,last_summer_in_the_hamptons,"['victoria_foyt', 'viveca_lindfors', 'jon_robin_baitz', 'savannah_smith_boucher', 'roscoe_lee_browne', 'andre_gregory', 'nick_gregory', 'melissa_leo', 'roddy_mcdowall', 'martha_plimpton', 'ron_rifkin', 'diane_salinger', 'brooke_smith', 'kristoffer_tabori', 'holland_taylor', 'henry_jaglom']",['henry_jaglom'],[],[],en
84,angels_and_insects,"['mark_rylance', 'kristin_scott_thomas', 'patsy_kensit', 'jeremy_kemp', 'douglas_henshall', 'annette_badland', 'chris_larkin', 'anna_massey']",['philip_haas'],"['drama', 'romance']","['class_society', 'rich_woman_poor_man', 'scientist', 'naturalist', 'insect']",en
85,white_squall,"['jeff_bridges', 'caroline_goodall', 'john_savage', 'scott_wolf', 'jeremy_sisto', 'ryan_phillippe', 'david_lascher', 'david_lascher', 'eric_michael_cole', 'jason_marsden', 'david_selby', 'julio_oscar_mechoso', 'zeljko_ivanek', 'balthazar_getty', 'ethan_embry']",['ridley_scott'],"['action', 'drama']","['sailing_trip', 'diary', 'sailing', 'survival', 'coming_of_age']",en
86,dunston_checks_in,"['jason_alexander', 'faye_dunaway', 'eric_lloyd', 'rupert_everett', 'graham_sack', 'paul_reubens', 'glenn_shadix', 'nathan_davis', 'jennifer_bassey', 'judith_scott', 'bruce_beatty', 'danny_comden', 'steven_gilborn', 'lois_de_banzie', 'natalie_core', 'paula_malcomson']",['ken_kwapis'],"['adventure', 'comedy', 'family']","['boss', 'fistfight', 'bully', 'orangutan', 'hotel_manager']",en
87,black_sheep,"['chris_farley', 'david_spade', 'grant_heslov', 'tim_matheson', 'gary_busey', 'bruce_mcgill', 'christine_ebersole', 'timothy_carhart', 'michael_patrick_carter', 'boyd_banks', 'david_st_james', 'skip_o_brien', 'branden_r_morgan', 'gypsy_spheeris', 'john_ashker', 'jonathan_everett_lewis', 'james_noah']",['penelope_spheeris'],['comedy'],"['nitrous_oxide', 'candid_camera', 'double_act', 'political_satire', 'crooked_politician']",en
88,nick_of_time,"['johnny_depp', 'courtney_chase', 'charles_s_dutton', 'christopher_walken', 'roma_maffia', 'peter_strauss', 'gloria_reuben', 'marsha_mason', 'miguel_najera', 'bill_smitrovich', 'g_d_spradlin', 'charles_carroll']",['john_badham'],"['crime', 'drama', 'thriller']","['assassination', 'train_station', 'politics', 'los_angeles']",en
89,the_journey_of_august_king,"['jason_patric', 'thandie_newton', 'larry_drake', 'sam_waterston', 'eric_mabius', 'sarah_jane_wylde']",['john_duigan'],['drama'],[],en
90,mary_reilly,"['julia_roberts', 'john_malkovich', 'george_cole', 'michael_gambon', 'glenn_close', 'kathy_staff', 'michael_sheen', 'bronagh_gallagher', 'linda_bassett', 'ciaran_hinds', 'henry_goodman']",['stephen_frears'],"['drama', 'horror', 'thriller', 'romance']","['servant', 'monster', 'laboratory', 'jekyll_and_hyde', 'housemaid']",en
91,vampire_in_brooklyn,"['eddie_murphy', 'angela_bassett', 'allen_payne', 'kadeem_hardison', 'john_witherspoon', 'zakes_mokae', 'joanna_cassidy', 'w_earl_brown', 'simbi_khali']",['wes_craven'],"['comedy', 'horror', 'romance']","['vampire', 'half_vampire']",en
92,beautiful_girls,"['matt_dillon', 'noah_emmerich', 'annabeth_gish', 'lauren_holly', 'timothy_hutton', 'uma_thurman', 'mira_sorvino', 'michael_rapaport', 'rosie_o_donnell', 'pruitt_taylor_vince', 'max_perlich', 'martha_plimpton', 'natalie_portman', 'anne_bobby', 'richard_bright', 'sam_robards', 'david_arquette', 'adam_lefevre', 'john_carroll_lynch', 'tom_gibis', 'greg_dulli', 'john_scurti', 'frank_anello', 'camille_d_ambrose', 'sarah_katz', 'martin_ruben', 'allison_levine', 'earl_r_burt', 'trent_nicholas_thompson', 'nicole_ranallo', 'joyce_lacey', 'anne_w_erickson', 'oliver_osterberg', 'sterling_robson', 'herbie_ade', 'tammara_melloy', 'lori_j_ness', 'rachel_oliva', 'tomas_settell']",['ted_demme'],"['comedy', 'drama', 'romance']",['hometown'],en
93,broken_arrow,"['john_travolta', 'christian_slater', 'samantha_mathis', 'delroy_lindo', 'bob_gunton', 'frank_whaley', 'howie_long', 'vondie_curtis_hall', 'jack_thompson', 'vyto_ruginis', 'ousaun_elam', 'shaun_toub', 'casey_biggs', 'jeffrey_j_stephen', 'joey_box']",['john_woo'],"['action', 'adventure', 'drama', 'thriller']","['helicopter', 'river', 'captain', 'underground', 'mexican_standoff']",en
94,a_midwinter_s_tale,"['richard_briers', 'joan_collins', 'michael_maloney', 'nicholas_farrell', 'jennifer_saunders', 'julia_sawalha', 'celia_imrie', 'john_sessions', 'adrian_scarborough', 'hetta_charnley', 'gerard_horan', 'brian_pettifer', 'patrick_doyle', 'shaun_prendergast']",['kenneth_branagh'],['comedy'],"['play', 'hamlet', 'christmas', 'actor']",en
95,la_haine,"['vincent_cassel', 'hubert_kounde', 'said_taghmaoui', 'abdel_ahmed_ghili', 'souleymane_dicko', 'heloise_rauth', 'benoit_magimel', 'edouard_montoute', 'marc_duret', 'joseph_momo', 'vincent_lindon', 'christophe_rossignon', 'mathieu_kassovitz', 'philippe_nahon', 'zinedine_soualem', 'rywka_wajsbrot', 'olga_abrego', 'laurent_labasse', 'choukri_gabteni', 'karin_viard']",['mathieu_kassovitz'],['drama'],"['paris', 'neo_nazi', 'skinhead', 'robbery', 'police_brutality']",fr
96,shopping,"['sadie_frost', 'jude_law', 'sean_pertwee', 'fraser_james', 'sean_bean', 'marianne_faithfull', 'jonathan_pryce', 'ralph_ineson', 'eamonn_walker', 'lee_whitlock', 'jason_isaacs', 'melanie_hill', 'tilly_vosburgh', 'brian_croucher', 'chris_constantinou', 'clint_dyer', 'simon_bateso', 'polly_moore', 'vinny_mann', 'julian_sandell', 'daniel_newman']",['paul_w_s_anderson'],"['action', 'adventure', 'drama', 'science_fiction', 'thriller']",[],en
97,heidi_fleiss_hollywood_madam,"['nick_broomfield', 'heidi_fleiss', 'madam_alex', 'ivan_nagy', 'corinne_bohrer', 'ron_jeremy', 'daryl_gates']",['nick_broomfield'],['documentary'],"['narration', 'hollywood', 'prostitution']",en
98,city_hall,"['al_pacino', 'john_cusack', 'bridget_fonda', 'danny_aiello', 'martin_landau', 'david_paymer', 'richard_schiff']",['harold_becker'],"['drama', 'thriller']","['corruption', 'undercover', 'war_on_drugs', 'mayor', 'drug_dealer']",en
99,bottle_rocket,"['luke_wilson', 'owen_wilson', 'lumi_cavazos', 'andrew_wilson', 'robert_musgrave', 'haley_miller', 'james_caan', 'ned_dowd', 'shea_fowler', 'brian_tenenbaum', 'jenni_tooley', 'temple_nash']",['wes_anderson'],"['comedy', 'crime', 'drama']","['brother_brother_relationship', 'robbery', 'burglar', 'language_barrier', 'motel']",en
100,mr_wrong,"['ellen_degeneres', 'bill_pullman', 'joan_cusack', 'dean_stockwell', 'joan_plowright', 'hope_davis', 'ellen_cleghorne', 'christine_cattell', 'robert_goulet']",['nick_castle'],"['comedy', 'romance']",[],en
101,unforgettable,"['ray_liotta', 'linda_fiorentino', 'peter_coyote', 'christopher_mcdonald', 'david_paymer', 'duncan_fraser', 'colleen_rennison', 'caroline_elliott', 'stellina_rusich']",['john_dahl'],"['drama', 'mystery', 'science_fiction', 'thriller']","['wife_husband_relationship', 'experiment', 'police', 'murder', 'suspense']",en
102,happy_gilmore,"['adam_sandler', 'ben_stiller', 'christopher_mcdonald', 'julie_bowen', 'frances_bay', 'carl_weathers', 'richard_kiel', 'bob_barker', 'allen_covert', 'joe_flaherty', 'lee_trevino', 'robert_smigel', 'dennis_dugan', 'kevin_nealon', 'verne_lundquist', 'jared_van_snellenberg', 'ken_camroux']",['dennis_dugan'],['comedy'],"['loss_of_mother', 'loss_of_father', 'golf', 'sport', 'taxes']",en
103,the_bridges_of_madison_county,"['meryl_streep', 'clint_eastwood', 'annie_corley', 'victor_slezak', 'jim_haynie', 'sarah_kathryn_schmitt', 'christopher_kroon', 'phyllis_lyons', 'debra_monk', 'richard_lage', 'michelle_benes', 'alison_wiegert']",['clint_eastwood'],"['drama', 'romance']","['farewell', 'adultery', 'love_at_first_sight', 'photographer', 'wife_husband_relationship']",en
104,nobody_loves_me,"['maria_schrader', 'pierre_sanoussi_bliss', 'michael_von_au', 'elisabeth_trissenaar', 'joachim_krol', 'ingo_naujoks']",['doris_dorrie'],"['drama', 'comedy', 'family']","['prophecy', 'voodoo', 'single', 'falling_in_love', 'woman_director']",de
105,muppet_treasure_island,"['tim_curry', 'kevin_bishop', 'jennifer_saunders', 'billy_connolly', 'dave_goelz', 'frank_oz', 'steve_whitmire', 'david_nicholls', 'frederick_warder', 'harry_jones', 'peter_geeves', 'jessica_hamilton']",['brian_henson'],"['action', 'comedy', 'music', 'family', 'adventure']","['island', 'pirate_gang', 'puppet', 'treasure_hunt']",en
106,catwalk,"['christy_turlington', 'azzedine_alaia', 'giorgio_armani', 'nadja_auermann', 'sandra_bernhard', 'kate_betts', 'brandi', 'carla_bruni', 'naomi_campbell', 'nino_cerruti', 'helena_christensen', 'francesco_clemente', 'grace_coddington', 'cindy_crawford', 'rufus_crawford', 'jaye_davidson', 'arthur_elgort', 'linda_evangelista', 'gianfranco_ferre', 'john_galliano', 'valentino_garavani', 'jean_paul_gaultier', 'yasmeen_ghauri', 'lady_amanda_harlech', 'tricia_helfer', 'karl_lagerfeld', 'yasmin_le_bon', 'kimora_lee', 'polly_mellen', 'isaac_mizrahi', 'kate_moss', 'oribe', 'stephanie_roberts', 'rupaul', 'eve_salvail', 'claudia_schiffer', 'christian_slater', 'andre_leon_talley', 'niki_taylor', 'stella_tennant', 'liz_tilberis', 'patricia_velasquez', 'gianni_versace', 'veronica_webb', 'bruce_weber', 'emma_wiklund', 'anna_wintour', 'sharon_stone']",['robert_leacock'],['documentary'],[],en
